TaskID,TaskName,resource_type,SectionID,SectionName,OEM,Completed,Project_Name
1198700174066952,Review OEM (Volkswagen) Site + Check Dropbox,task,1199344102954864,Audit,Volkswagen,True,December National Incentives
1198735534903993,Review OEM (Volvo) Site + Check Dropbox,task,1199344102954864,Audit,Volvo,True,December National Incentives
1198735537912688,Review OEM (Toyota) Site + Check Dropbox,task,1199344102954864,Audit,Toyota,True,December National Incentives
1198700177470473,Review OEM (Subaru) Site + Check Dropbox,task,1199344102954864,Audit,Subaru,True,December National Incentives
1198700175927459,Review OEM (Porsche) Site + Check Dropbox,task,1199344102954864,Audit,Porsche,True,December National Incentives
1198700177266772,Review OEM (Nissan) Site + Check Dropbox,task,1199344102954864,Audit,Nissan,True,December National Incentives
1198700176757498,Review OEM (MINI) Site + Check Dropbox,task,1199344102954864,Audit,MINI,True,December National Incentives
1198700174445799,Review OEM (Mercedes) Site + Check Dropbox,task,1199344102954864,Audit,Mercedes,True,December National Incentives
1198700175386202,Review OEM (Mazda) Site + Check Dropbox,task,1199344102954864,Audit,Mazda,True,December National Incentives
1198700176429411,Review OEM (Lincoln) Site + Check Dropbox,task,1199344102954864,Audit,Lincoln,True,December National Incentives
1198844209305669,Review OEM (Lexus) Site + Check Dropbox,task,1199344102954864,Audit,Lexus,True,December National Incentives
1198844217624224,Review OEM (Land Rover) Site + Check Dropbox,task,1199344102954864,Audit,Land Rover,True,December National Incentives
1198735536963513,Review OEM (Kia) Site + Check Dropbox,task,1199344102954864,Audit,Kia,True,December National Incentives
1198700175996712,Review OEM (Jaguar) Site + Check Dropbox,task,1199344102954864,Audit,Jaguar,True,December National Incentives
1198844216444408,Review OEM (Hyundai) Site + Check Dropbox,task,1199344102954864,Audit,Hyundai,True,December National Incentives
1198700170110426,Review OEM (Honda) Site + Check Dropbox,task,1199344102954864,Audit,Honda,True,December National Incentives
1198700175882467,Review OEM (Genesis) Site + Check Dropbox,task,1199344102954864,Audit,Genesis,True,December National Incentives
1198735536155048,Review OEM (Ford) Site + Check Dropbox,task,1199344102954864,Audit,Ford,True,December National Incentives
1198700175454365,Review OEM (Chevrolet) Site + Check Dropbox,task,1199344102954864,Audit,Chevrolet,True,December National Incentives
1198844213385565,Review OEM (CDJRF) Site + Check Dropbox,task,1199344102954864,Audit,CDJRF,True,December National Incentives
1198700174235948,Review OEM (Cadillac) Site + Check Dropbox,task,1199344102954864,Audit,Cadillac,True,December National Incentives
1198844216325364,Review OEM (Buick GMC) Site + Check Dropbox,task,1199344102954864,Audit,Buick GMC,True,December National Incentives
1198700174796612,Review OEM (BMW) Site + Check Dropbox,task,1199344102954864,Audit,BMW,True,December National Incentives
1198735531127707,Review OEM (Audi) Site + Check Dropbox,task,1199344102954864,Audit,Audi,True,December National Incentives
1198735535531519,Review OEM (Acura) Site + Check Dropbox,task,1199344102954864,Audit,Acura,True,December National Incentives
1199515659380840,TEMPLATE Generic Sales Event MO,task,1199344102954865,Creative Updates,,False,December National Incentives
1199516382830165,TEMPLATE OEM Incentive MO,task,1199344102954865,Creative Updates,,False,December National Incentives
1199515659380864,Ford Generic Sales Event MO ,task,1199344102954865,Creative Updates,Ford,False,December National Incentives
1199515659380858,Kia Generic Sales Event MO - QC & Ad Library Assignment,task,1199344102954865,Creative Updates,Kia,False,December National Incentives
1199515659380862,Lexus Generic Sales Event MO - QC & Ad Library Assignment,task,1199344102954865,Creative Updates,Lexus,False,December National Incentives
1199515526835979,Volvo OEM Incentive MO - QC & Ad Library Assignment,task,1199344102954865,Creative Updates,Volvo,False,December National Incentives
1199516382830169,Buick GMC OEM Incentive MO - QC & Ad Library Assignment,task,1199344102954865,Creative Updates,Buick GMC,False,December National Incentives
1199515526835989,Subaru OEM Incentive MO - QC & Ad Library Assignment,task,1199344102954865,Creative Updates,Subaru,False,December National Incentives
1199515526835991,Volkswagen OEM Incentive MO - QC & Ad Library Assignment,task,1199344102954865,Creative Updates,Volkswagen,False,December National Incentives
1199515526835987,Toyota OEM Incentive MO - QC & Ad Library Assignment,task,1199344102954865,Creative Updates,Toyota,False,December National Incentives
1199516084497438,Hyundai OEM Incentive MO - QC & Ad Library Assignment,task,1199344102954865,Creative Updates,Hyundai,False,December National Incentives
1199516084497449,CDJRF OEM Incentive MO - QC & Ad Library Assignment,task,1199344102954865,Creative Updates,CDJRF,False,December National Incentives
1199516382830158,Chevrolet OEM Incentive MO - QC & Ad Library Assignment,task,1199344102954865,Creative Updates,Chevrolet,False,December National Incentives
1199516084497441,Cadillac Generic Sales Event MO - QC & Ad Library Assignment,task,1199344102954865,Creative Updates,Cadillac,False,December National Incentives
1199518801851710,Mercedes Generic Sales Event MO - QC & Ad Library Assignment,task,1199344102954865,Creative Updates,Mercedes,False,December National Incentives
1199515659380841,Honda OEM Incentive MO - QC & Ad Library Assignment,task,1199344102954865,Creative Updates,Honda,False,December National Incentives
1199518801862710,Mazda OEM Incentive MO - QC & Ad Library Assignment,task,1199344102954865,Creative Updates,Mazda,False,December National Incentives
1199518801862712,Nissan OEM Incentive MO - QC & Ad Library Assignment,task,1199344102954865,Creative Updates,Mazda,False,December National Incentives
1199517241162205,BMW OEM Incentive MO - QC & Ad Library Assignment,task,1199344102954865,Creative Updates,BMW,False,December National Incentives
1199518044676389,Audi OEM Incentive MO - QC & Ad Library Assignment,task,1199344102954865,Creative Updates,Audi,False,December National Incentives
1199516742522753,Acura OEM Incentive MO - QC & Ad Library Assignment,task,1199344102954865,Creative Updates,Acura,False,December National Incentives
1199518464283981,MINI OEM Incentive MO - QC & Ad Library Assignment,task,1199344102954865,Creative Updates,MINI,False,December National Incentives
1198700221615942,Volkswagen Ad Library Build,task,1199344102954866,Ad Library Build,Volkswagen,False,December National Incentives
1198844243710740,Volvo Ad Library Build,task,1199344102954866,Ad Library Build,Volvo,False,December National Incentives
1198844263048097,Toyota Ad Library Build,task,1199344102954866,Ad Library Build,Toyota,False,December National Incentives
1198700223793959,Subaru Ad Library Build,task,1199344102954866,Ad Library Build,Subaru,False,December National Incentives
1198700219138036,Porsche Ad Library Build,task,1199344102954866,Ad Library Build,Porsche,False,December National Incentives
1198844265816012,Nissan Ad Library Build,task,1199344102954866,Ad Library Build,Nissan,False,December National Incentives
1198700220494600,MINI Ad Library Build,task,1199344102954866,Ad Library Build,MINI,False,December National Incentives
1198700220630020,Mercedes Ad Library Build,task,1199344102954866,Ad Library Build,Mercedes,False,December National Incentives
1198844266559284,Mazda Ad Library Build,task,1199344102954866,Ad Library Build,Mazda,False,December National Incentives
1198700223193522,Lincoln Ad Library Build,task,1199344102954866,Ad Library Build,Lincoln,False,December National Incentives
1198844266384387,Lexus Ad Library Build,task,1199344102954866,Ad Library Build,Lexus,False,December National Incentives
1198735578557268,Land Rover Ad Library Build,task,1199344102954866,Ad Library Build,Land Rover,False,December National Incentives
1198735582255474,Kia Ad Library Build,task,1199344102954866,Ad Library Build,Kia,False,December National Incentives
1198735582185995,Jaguar Ad Library Build,task,1199344102954866,Ad Library Build,Jaguar,False,December National Incentives
1198735580317789,Hyundai Ad Library Build,task,1199344102954866,Ad Library Build,Hyundai,False,December National Incentives
1198844263767604,Honda Ad Library Build,task,1199344102954866,Ad Library Build,Honda,False,December National Incentives
1198700221195155,Genesis Ad Library Build,task,1199344102954866,Ad Library Build,Genesis,False,December National Incentives
1198844261409770,Ford Ad Library Build,task,1199344102954866,Ad Library Build,Ford,False,December National Incentives
1198700222042999,Chevrolet Ad Library Build,task,1199344102954866,Ad Library Build,Chevrolet,False,December National Incentives
1198844263472276,CDJRF Ad Library Build,task,1199344102954866,Ad Library Build,CDJRF,False,December National Incentives
1198700217522594,Cadillac Ad Library Build,task,1199344102954866,Ad Library Build,Cadillac,False,December National Incentives
1198735573902613,Buick GMC Ad Library Build,task,1199344102954866,Ad Library Build,Buick GMC,False,December National Incentives
1198844264852974,BMW Ad Library Build,task,1199344102954866,Ad Library Build,BMW,False,December National Incentives
1198735581078551,Audi Ad Library Build,task,1199344102954866,Ad Library Build,Audi,False,December National Incentives
1198844264240353,Acura Ad Library Build,task,1199344102954866,Ad Library Build,Acura,False,December National Incentives
1198700268693843,Volkswagen Pre-Approval: Lithia VW of Medford,task,1199344102954867,Pre-Approvals,Volkswagen,False,December National Incentives
1198735626758042,Volvo Pre-Approval: Haron Volvo,task,1199344102954867,Pre-Approvals,Volvo,False,December National Incentives
1198735626670277,Toyota Pre-Approval: Lithia Toyota of Springfield,task,1199344102954867,Pre-Approvals,Toyota,False,December National Incentives
1198700267533058,Subaru Pre-Approval: Subaru of Spokane (Lithia),task,1199344102954867,Pre-Approvals,Subaru,False,December National Incentives
1198735626631766,Porsche Pre-Approval: Porsche Downtown LA,task,1199344102954867,Pre-Approvals,Porsche,False,December National Incentives
1198700268279021,Nissan Pre-Approval: Lithia Nissan of Eugene,task,1199344102954867,Pre-Approvals,Nissan,False,December National Incentives
1198700267533043,MINI Pre-Approval: MINI of Ramsey,task,1199344102954867,Pre-Approvals,MINI,False,December National Incentives
1198735626510694,Mercedes Pre-Approval: Mercedes-Benz Rockville Centre,task,1199344102954867,Pre-Approvals,Mercedes,False,December National Incentives
1198700268041961,Mazda Pre-Approval: Oak Lawn Mazda,task,1199344102954867,Pre-Approvals,Mazda,False,December National Incentives
1198844313806695,Lincoln Pre-Approval: Lincoln,task,1199344102954867,Pre-Approvals,Lincoln,False,December National Incentives
1198844314790099,Lexus Pre-Approval: Lexus of Roseville (Lithia),task,1199344102954867,Pre-Approvals,Lexus,False,December National Incentives
1198844314099614,Land Rover Pre-Approval: Haron Land Rover,task,1199344102954867,Pre-Approvals,Land Rover,False,December National Incentives
1198844312705307,Kia Pre-Approval: Liberty Kia,task,1199344102954867,Pre-Approvals,Kia,False,December National Incentives
1198700266510679,Jaguar Pre-Approval: Jaguar Des Moines,task,1199344102954867,Pre-Approvals,Jaguar,False,December National Incentives
1198735625913557,Hyundai Pre-Approval: Lithia Hyundai of Anchorage,task,1199344102954867,Pre-Approvals,Hyundai,False,December National Incentives
1198700267262971,Honda Pre-Approval: Honda of Great Falls (Lithia),task,1199344102954867,Pre-Approvals,Honda,False,December National Incentives
1198844314299517,Genesis Pre-Approval: Genesis,task,1199344102954867,Pre-Approvals,Genesis,False,December National Incentives
1198844313783505,Ford Pre-Approval: Latham Ford (Lithia),task,1199344102954867,Pre-Approvals,Ford,False,December National Incentives
1198735625593395,Chevrolet Pre-Approval: Chevrolet of Wasilla (Lithia),task,1199344102954867,Pre-Approvals,Chevrolet,False,December National Incentives
1198735625510190,CDJRF Pre-Approval: Lithia Chrysler Dodge Jeep Ram FIAT of Eugene,task,1199344102954867,Pre-Approvals,CDJRF,False,December National Incentives
1198735625441320,Cadillac Pre-Approval: Cadillac,task,1199344102954867,Pre-Approvals,Cadillac,False,December National Incentives
1198735625150578,Buick GMC Pre-Approval: Honolulu Buick GMC Cadillac (Lithia),task,1199344102954867,Pre-Approvals,Buick GMC,False,December National Incentives
1198844313694282,BMW Pre-Approval: BMW of Ramsey,task,1199344102954867,Pre-Approvals,BMW,False,December National Incentives
1198700266638904,Audi Pre-Approval: Audi Danbury,task,1199344102954867,Pre-Approvals,Audi,False,December National Incentives
1198700266524701,Acura Pre-Approval: Acura of Honolulu (Lithia),task,1199344102954867,Pre-Approvals,Acura,False,December National Incentives
1198735709374054,Haron Volvo OEM Incentive,task,1199344102954868,Client Build,Volvo,False,December National Incentives
1198844408051108,Wyatt Johnson VW OEM Incentive,task,1199344102954868,Client Build,Volkswagen,False,December National Incentives
1198844406782710,Wallace VW of Bristol OEM Incentive,task,1199344102954868,Client Build,Volkswagen,False,December National Incentives
1198735710601287,VW of Oak Lawn OEM Incentive,task,1199344102954868,Client Build,Volkswagen,False,December National Incentives
1198700355168758,VW of Downtown LA OEM Incentive,task,1199344102954868,Client Build,Volkswagen,False,December National Incentives
1198700354188985,VW of Downtown Chicago OEM Incentive,task,1199344102954868,Client Build,Volkswagen,False,December National Incentives
1198700355974987,VW of Asheville OEM Incentive,task,1199344102954868,Client Build,Volkswagen,False,December National Incentives
1198735710642710,Volkswagen of Moon Township (Day Apollo Volkswagen) OEM Incentive,task,1199344102954868,Client Build,Volkswagen,False,December National Incentives
1198700355057326,Volkswagen of Bellingham OEM Incentive,task,1199344102954868,Client Build,Volkswagen,False,December National Incentives
1198844407372172,Three County VW OEM Incentive,task,1199344102954868,Client Build,Volkswagen,False,December National Incentives
1198844408167490,Paramount Volkswagen OEM Incentive,task,1199344102954868,Client Build,Volkswagen,False,December National Incentives
1198844406366335,Nemer Volkswagen OEM Incentive,task,1199344102954868,Client Build,Volkswagen,False,December National Incentives
1198844407969933,Minuteman VW OEM Incentive,task,1199344102954868,Client Build,Volkswagen,False,December National Incentives
1198735708642682,Lithia VW of Reno OEM Incentive,task,1199344102954868,Client Build,Volkswagen,False,December National Incentives
1198735710066828,Lithia VW of Medford OEM Incentive,task,1199344102954868,Client Build,Volkswagen,False,December National Incentives
1198844407694462,Lindsay Volkswagen OEM Incentive,task,1199344102954868,Client Build,Volkswagen,False,December National Incentives
1198700354543633,Leith VW of Raleigh OEM Incentive,task,1199344102954868,Client Build,Volkswagen,False,December National Incentives
1198844405539284,Leith VW of Cary OEM Incentive,task,1199344102954868,Client Build,Volkswagen,False,December National Incentives
1198735707593928,Jack Ingram VW OEM Incentive,task,1199344102954868,Client Build,Volkswagen,False,December National Incentives
1198700354756619,Honolulu Volkswagen OEM Incentive,task,1199344102954868,Client Build,Volkswagen,False,December National Incentives
1198735708249735,Hiley VW of Huntsville OEM Incentive,task,1199344102954868,Client Build,Volkswagen,False,December National Incentives
1198844405797995,Hall Volkswagen OEM Incentive,task,1199344102954868,Client Build,Volkswagen,False,December National Incentives
1198700352304887,Dirito Bros Walnut Creek Volkswagen OEM Incentive,task,1199344102954868,Client Build,Volkswagen,False,December National Incentives
1198735707541016,Danbury Volkswagen OEM Incentive,task,1199344102954868,Client Build,Volkswagen,False,December National Incentives
1198735708862494,Colonial VW Feasterville PA OEM Incentive,task,1199344102954868,Client Build,Volkswagen,False,December National Incentives
1198700354194188,Coastal Volkswagen OEM Incentive,task,1199344102954868,Client Build,Volkswagen,False,December National Incentives
1198844400933528,Carolina VW OEM Incentive,task,1199344102954868,Client Build,Volkswagen,False,December National Incentives
1198844405139690,Bill Jacobs VW OEM Incentive,task,1199344102954868,Client Build,Volkswagen,False,December National Incentives
1198735708282315,Autohaus Lancaster VW OEM Incentive,task,1199344102954868,Client Build,Volkswagen,False,December National Incentives
1198844406044645,Archer Volkswagen OEM Incentive,task,1199344102954868,Client Build,Volkswagen,False,December National Incentives
1198735707651130,Toyota of Downtown LA OEM Incentive,task,1199344102954868,Client Build,Toyota,False,December National Incentives
1198735708429859,Toyota of Bennington OEM Incentive,task,1199344102954868,Client Build,Toyota,False,December National Incentives
1198844406055593,Sansone Toyota OEM Incentive,task,1199344102954868,Client Build,Toyota,False,December National Incentives
1198700351978118,Lithia Toyota of Springfield OEM Incentive,task,1199344102954868,Client Build,Toyota,False,December National Incentives
1198735707522907,DCH Freehold Toyota OEM Incentive,task,1199344102954868,Client Build,Toyota,False,December National Incentives
1198700351638031,Subaru of Spokane (Lithia) OEM Incentive,task,1199344102954868,Client Build,Subaru,False,December National Incentives
1198700353125295,Subaru of Englewood OEM Incentive,task,1199344102954868,Client Build,Subaru,False,December National Incentives
1198700353041003,Reno Subaru OEM Incentive,task,1199344102954868,Client Build,Subaru,False,December National Incentives
1198735707798619,Liberty Subaru OEM Incentive,task,1199344102954868,Client Build,Subaru,False,December National Incentives
1198735706210994,Diablo Subaru OEM Incentive,task,1199344102954868,Client Build,Subaru,False,December National Incentives
1198844405263286,Colonial Subaru OEM Incentive,task,1199344102954868,Client Build,Subaru,False,December National Incentives
1198844405194464,Porsche Hickory OEM Incentive,task,1199344102954868,Client Build,Porsche,False,December National Incentives
1198735707452017,Porsche Hennessy OEM Incentive,task,1199344102954868,Client Build,Porsche,False,December National Incentives
1198735706580029,Porsche Greensboro OEM Incentive,task,1199344102954868,Client Build,Porsche,False,December National Incentives
1198700349121287,Porsche Fresno OEM Incentive,task,1199344102954868,Client Build,Porsche,False,December National Incentives
1198700346506511,Porsche Englewood OEM Incentive,task,1199344102954868,Client Build,Porsche,False,December National Incentives
1198844401443071,Porsche Downtown LA OEM Incentive,task,1199344102954868,Client Build,Porsche,False,December National Incentives
1198735707003312,Lithia Nissan of Eugene OEM Incentive,task,1199344102954868,Client Build,Nissan,False,December National Incentives
1198700351939797,Jack Ingram Nissan OEM Incentive,task,1199344102954868,Client Build,Nissan,False,December National Incentives
1198844404309118,Carbone Nissan OEM Incentive,task,1199344102954868,Client Build,Nissan,False,December National Incentives
1198844403824163,Mini of the Main Line OEM Incentive,task,1199344102954868,Client Build,MINI,False,December National Incentives
1198735706445079,MINI of Ramsey OEM Incentive,task,1199344102954868,Client Build,MINI,False,December National Incentives
1198735706362391,MINI of Fairfield County OEM Incentive,task,1199344102954868,Client Build,MINI,False,December National Incentives
1198844403669239,Mercedes-Benz Rockville Centre OEM Incentive,task,1199344102954868,Client Build,Mercedes,False,December National Incentives
1198844403600562,Mercedes-Benz of San Francisco OEM Incentive,task,1199344102954868,Client Build,Mercedes,False,December National Incentives
1198735706162197,Mercedes-Benz of Oakland OEM Incentive,task,1199344102954868,Client Build,Mercedes,False,December National Incentives
1198844400470380,Mercedes-Benz of Monterey OEM Incentive,task,1199344102954868,Client Build,Mercedes,False,December National Incentives
1198700348443814,Mercedes-Benz of Massapequa OEM Incentive,task,1199344102954868,Client Build,Mercedes,False,December National Incentives
1198735705868444,Mercedes-Benz of Los Angeles OEM Incentive,task,1199344102954868,Client Build,Mercedes,False,December National Incentives
1198844400291027,Mercedes-Benz Center at Keeler Motor Car Company OEM Incentive,task,1199344102954868,Client Build,Mercedes,False,December National Incentives
1198735704808628,Sansone Mazda OEM Incentive,task,1199344102954868,Client Build,Mazda,False,December National Incentives
1198700349831020,Oak Lawn Mazda OEM Incentive,task,1199344102954868,Client Build,Mazda,False,December National Incentives
1198844400948247,Hiley Mazda OEM Incentive,task,1199344102954868,Client Build,Mazda,False,December National Incentives
1198700348757018,Hall Mazda OEM Incentive,task,1199344102954868,Client Build,Mazda,False,December National Incentives
1198700347501035,Lexus of Roseville (Lithia) OEM Incentive,task,1199344102954868,Client Build,Lexus,False,December National Incentives
1198700349276928,Lexus of Orange County OEM Incentive,task,1199344102954868,Client Build,Lexus,False,December National Incentives
1198844402389227,DCH Lexus of Santa Barbara OEM Incentive,task,1199344102954868,Client Build,Lexus,False,December National Incentives
1198700348964244,Land Rover Troy OEM Incentive,task,1199344102954868,Client Build,Land Rover,False,December National Incentives
1198844401003022,Land Rover Southampton OEM Incentive,task,1199344102954868,Client Build,Land Rover,False,December National Incentives
1198844402094833,Land Rover Portland OEM Incentive,task,1199344102954868,Client Build,Land Rover,False,December National Incentives
1198700348268722,Land Rover Nashville OEM Incentive,task,1199344102954868,Client Build,Land Rover,False,December National Incentives
1198735702990973,Land Rover Manhattan OEM Incentive,task,1199344102954868,Client Build,Land Rover,False,December National Incentives
1198844401771829,Land Rover Las Vegas OEM Incentive,task,1199344102954868,Client Build,Land Rover,False,December National Incentives
1198735702189322,Land Rover Huntington OEM Incentive,task,1199344102954868,Client Build,Land Rover,False,December National Incentives
1198844401602180,Land Rover Glen Cove OEM Incentive,task,1199344102954868,Client Build,Land Rover,False,December National Incentives
1198844400058578,Land Rover Des Moines OEM Incentive,task,1199344102954868,Client Build,Land Rover,False,December National Incentives
1198844401068546,Land Rover Cincinatti OEM Incentive,task,1199344102954868,Client Build,Land Rover,False,December National Incentives
1198735703994378,Land Rover Bellevue OEM Incentive,task,1199344102954868,Client Build,Land Rover,False,December National Incentives
1198844400925103,Haron Land Rover OEM Incentive,task,1199344102954868,Client Build,Land Rover,False,December National Incentives
1198735696660364,Sansone Kia OEM Incentive,task,1199344102954868,Client Build,Kia,False,December National Incentives
1198844400950355,Liberty Kia OEM Incentive,task,1199344102954868,Client Build,Kia,False,December National Incentives
1198735703411713,Stevinson Imports Jaguar OEM Incentive,task,1199344102954868,Client Build,Jaguar,False,December National Incentives
1198735703401075,Jaguar Portland OEM Incentive,task,1199344102954868,Client Build,Jaguar,False,December National Incentives
1198700348422772,Jaguar Nashville OEM Incentive,task,1199344102954868,Client Build,Jaguar,False,December National Incentives
1198844400561348,Jaguar Manhattan OEM Incentive,task,1199344102954868,Client Build,Jaguar,False,December National Incentives
1198735702898336,Jaguar Las Vegas OEM Incentive,task,1199344102954868,Client Build,Jaguar,False,December National Incentives
1198700348178550,Jaguar Huntington OEM Incentive,task,1199344102954868,Client Build,Jaguar,False,December National Incentives
1198844396682315,Jaguar Glen Cove OEM Incentive,task,1199344102954868,Client Build,Jaguar,False,December National Incentives
1198844399798315,Jaguar Des Moines OEM Incentive,task,1199344102954868,Client Build,Jaguar,False,December National Incentives
1198735702955063,Jaguar Cincinnati OEM Incentive,task,1199344102954868,Client Build,Jaguar,False,December National Incentives
1198844399065005,Jaguar Bellevue OEM Incentive,task,1199344102954868,Client Build,Jaguar,False,December National Incentives
1198700347687654,Haron Jaguar OEM Incentive,task,1199344102954868,Client Build,Jaguar,False,December National Incentives
1198735702472907,Sansone Hyundai OEM Incentive,task,1199344102954868,Client Build,Hyundai,False,December National Incentives
1198700347472435,Lithia Hyundai of Anchorage OEM Incentive,task,1199344102954868,Client Build,Hyundai,False,December National Incentives
1198735702100117,Liberty Hyundai OEM Incentive,task,1199344102954868,Client Build,Hyundai,False,December National Incentives
1198700345715447,Bennington Hyundai OEM Incentive,task,1199344102954868,Client Build,Hyundai,False,December National Incentives
1198700347181716,White Plains Honda OEM Incentive,task,1199344102954868,Client Build,Honda,False,December National Incentives
1198700346040847,The New Babylon Honda OEM Incentive,task,1199344102954868,Client Build,Honda,False,December National Incentives
1198844397175718,Paragon Honda OEM Incentive,task,1199344102954868,Client Build,Honda,False,December National Incentives
1198844398497460,Island Honda (Lithia) OEM Incentive,task,1199344102954868,Client Build,Honda,False,December National Incentives
1198735701943029,Honda of Salem OEM Incentive,task,1199344102954868,Client Build,Honda,False,December National Incentives
1198700346789711,Honda of Great Falls (Lithia) OEM Incentive,task,1199344102954868,Client Build,Honda,False,December National Incentives
1198844398757596,DCH Honda of Temecula OEM Incentive,task,1199344102954868,Client Build,Honda,False,December National Incentives
1198735700902371,Bennington Honda OEM Incentive,task,1199344102954868,Client Build,Honda,False,December National Incentives
1198735699948301,Atlantic Honda OEM Incentive,task,1199344102954868,Client Build,Honda,False,December National Incentives
1198700344034279,Lithia Ford/Lincoln of Grand Forks OEM Incentive,task,1199344102954868,Client Build,Ford,False,December National Incentives
1198844396145311,Wyatt Johnson Ford OEM Incentive,task,1199344102954868,Client Build,Ford,False,December National Incentives
1198844398177256,Lithia Ford of Idaho Falls OEM Incentive,task,1199344102954868,Client Build,Ford,False,December National Incentives
1198844398140658,Latham Ford (Lithia) OEM Incentive,task,1199344102954868,Client Build,Ford,False,December National Incentives
1198700345712269,Honolulu Ford OEM Incentive,task,1199344102954868,Client Build,Ford,False,December National Incentives
1198700345301150,Carbone Ford of Bennington OEM Incentive,task,1199344102954868,Client Build,Ford,False,December National Incentives
1198700343265953,Beyer Ford OEM Incentive,task,1199344102954868,Client Build,Ford,False,December National Incentives
1198844397124399,Baierl Ford OEM Incentive,task,1199344102954868,Client Build,Ford,False,December National Incentives
1198700345301128,Lithia Chevrolet of Redding OEM Incentive,task,1199344102954868,Client Build,Chevrolet,False,December National Incentives
1198700342999396,Chevrolet of Wasilla (Lithia) OEM Incentive,task,1199344102954868,Client Build,Chevrolet,False,December National Incentives
1198735698127592,Chevrolet of Twin Falls OEM Incentive,task,1199344102954868,Client Build,Chevrolet,False,December National Incentives
1198844397003046,Camp Chevrolet Cadillac OEM Incentive,task,1199344102954868,Client Build,Chevrolet,False,December National Incentives
1198735700064780,Brown Daub Chevy of Nazareth OEM Incentive,task,1199344102954868,Client Build,Chevrolet,False,December National Incentives
1198700345249704,All American Chevrolet of Killeen OEM Incentive,task,1199344102954868,Client Build,Chevrolet,False,December National Incentives
1198844397073204,Lithia CDJRF Eureka OEM Incentive,task,1199344102954868,Client Build,CDJRF,False,December National Incentives
1198735700262347,Lithia CDJR of Twin Falls OEM Incentive,task,1199344102954868,Client Build,CDJRF,False,December National Incentives
1198844396818718,Lithia CDJR of Helena OEM Incentive,task,1199344102954868,Client Build,CDJRF,False,December National Incentives
1198735698494827,CDJR of Pocatello (Lithia) OEM Incentive,task,1199344102954868,Client Build,CDJRF,False,December National Incentives
1198700343798160,CDJR/Fiat of Manhattan OEM Incentive,task,1199344102954868,Client Build,CDJRF,False,December National Incentives
1198735698945955,Beyer CDJR OEM Incentive,task,1199344102954868,Client Build,CDJRF,False,December National Incentives
1198735698148687,Sansone JCDR OEM Incentive,task,1199344102954868,Client Build,CDJRF,False,December National Incentives
